Name,Email,Phone,Country,Website
TELE Haase Steuergeraete Ges.m.b.H.,lukas.zwickl@tele-haase.at,+43 1614740,Austria,https://tele-online.com/
Telergon,sra@telergon.com,0034 976500876,Spain,https://www.telergon.com/
TEM Teknik Elektrik Malzemeleri San. Ve Tic. A.S,export@temteknik.com,00902124851900,Turkiye,https://www.temteknik.com/
"Teplore Co.,Ltd.",chengnan@teplore.com,+86 18800122086,China,
Terasaki Electric Europe Ltd,jamie.halliday@terasaki.co.uk,0044 1419411940,United Kingdom,http://www.terasaki.co.uk/
Terminalsan Ltd. Sti.,istanbul@terminalsan.com.tr,+905496561056,Turkiye,https://www.terminalsan.com.tr/
TESAR Srl,luca.procino@tesar.eu,0039 575317280,Italy,http://www.tesar.eu/en/
Tesmec S.p.A.,marketing@tesmec.com,0039 0354232911,Italy,https://www.tesmec.com/
The Drone Centre,rajesh@dubextech.com,+971 4 4250886,United Arab Emirates,
The Electrical and Electronic Association of the Czech Republic,sojka@electroindustry.cz,420736255657,Czech Republic,
The H-J Family of Business,santhosh@h-j.com,+1 6366773421,United States,https://www.h-j.com/
The Ministry of Industry and Trade of the Czech Republic,koucka@mpo.cz,420224852745,Czech Republic,
Third Eye Metals Pvt Ltd,info@thirdeyemetals.com,+91 940833385,India,
thyssenkrupp Electrical Steel GmbH,davina.zugcic@thyssenkrupp.com,0049 2094070,Germany,https://www.thyssenkrupp-steel.com/en/company/business-units/electrical-steel
thyssenkrupp Electrical Steel India Pvt. Ltd.,davina.zugcic@thyssenkrupp.com,0049 2094070,India,https://www.thyssenkrupp-steel.com/en/company/business-units/electrical-steel/
thyssenkrupp Electrical Steel UGO S.A.S,davina.zugcic@thyssenkrupp.com,0049 2094070,France,https://www.thyssenkrupp-steel.com/en/company/business-units/electrical-steel/
TIMIK Enclosures,info@timikenclosures.com,94112506835,Sri Lanka,https://timikenclosures.com/
Timsan Transformator San. Ve Tic. Ltd. Sti.,muharrem@timsantrafo.com,0090 4222375841,Turkiye,https://www.timsantrafo.com/
Tirupati Reels Private Limited,raj.maurya@ttplgroup.in,,India,
TMR Energy,info@tmrenergy.com,+86 2584937686,Brazil,
Toker Makina San. Tic. Ltd. Sti.,alitoker@tokermakina.com,,Turkiye,
Transfer Multisort Elektronik Sp. z o.o.,fairs@tme.pl,0048 422935236,Poland,https://m.europages.co.uk/TRANSFER-MULTISORT-ELEKTRONIK-SP-Z-OO/POL045971-001.html
Transfopower Industries Pvt. ltd,danish.razzaq@transfopower.net,,Pakistan,
Transformers Magazine,adrijana.pelikon@merit-media.com,+385 17899507,Croatia,https://www.transformers-magazine.com/
Trasf Eco Srl,export@trasfeco.it,,Italy,
TRENCH GROUP,emmanuelle.bruetschy@trenchgroup.com,0033 389702345/00,France,https://trench-group.com/
Tridelta Meidensha Gmbh,Carolin.Bauch@tridelta-meidensha.de,0049 366019328300,Germany,https://www.tridelta-meidensha.de/en/home.html
Tridonic,philipp.heindl@tridonic.com,,Austria,
Trinity Touch,shalinisharma@trinitytouch.com,+91 7120 0900,India,https://www.trinitytouch.com/
Triokablo Imalat San. Ve Tic. Ltd. Sti.,b.dinc@triokablo.com,,Turkiye,
TRUE POWER LIMITED,sale@truepowerearthings.in,+91 95599 59697,India,
TUBIFOR Srl,sales@tubifor.it,Italia,Italy,https://www.tubifor.it/
Tuboly-Astronic AG,reto.wolleb@tuboly-astronic.ch,0041 566167318,Switzerland,https://www.tuboly-astronic.ch/
TWTG,nadine.herrwerth@twtg.io,+31102037905,Netherlands,https://www.twtg.io/
U.P.S.E.T ELEKTRONÄ°K SAN. VE TÄ°C. LTD. ÅTÄ°.,export@upset.com.tr,902164892066,Turkiye,https://www.upset.com.tr/
UAB AIZ,vytautas@aiz.lt,0037 52350342,Lithuania,
UAE Innovations,shafrin@gargashmanagement.ae,+971 44322311,United Arab Emirates,
Ubetter Technology Company Limited,liuyinghui@ciec.com.cn,+86 1084600550,China,
UL Solutions,naoya.fujimura@ul.com,+81 352936289,United States,
"Uni-Trend Technology (China) Co., Ltd.",ivan@uni-trend.com.cn,+86 769857238888,China,https://www.uni-trend.com/
Union Copper Rod LLC,iallama@unioncopper.ae,00971 25503240,United Arab Emirates,http://www.unioncopper.ae/
Unipower Energy Co. Ltd.,snehesh@unipowerenergy.com,+86 15989863572,China,http://www.unipowerenergy.com/
Unique Energos Pvt. Ltd.,adwin.dng@gmail.com,,India,
United Canada Inc.,nat@unitedcanadainc.com,+1 6479105999-224,Canada,https://www.unitedcanadainc.com/
"United Electric Co.,Ltd",export@ueaccessory.com,+86 755 2641 9370 / +86 755 2641 9390,China,https://www.uesolution.cn/
United Transformers Electric Company (UTEC),rami.alsaleh@utec.com.sa,+966 114984590,Riyadh,https://www.utec.com.sa/
Unitrans Power LLP,sales@unitranspower.com,0091 7567079127,India,https://unitranspower.com/
Vask Components HK Co,admin@vask-hk.com,,"Hong Kong, S.A.R., China",
Vatan Kablo Metal End.ve Tic A.S.,ali.tumkaya@vatan.com.tr,0090 3442361103,Turkiye,https://www.vatan.com.tr/
VDE Testing and Certification Institute,laura.walter@vde.com,0049 698306667,Germany,https://www.vde.com/institute
VEETECH INSTRUMENTATION & CONTROL SERVICE L.L.C,mobinm@vicsllc.ae,+971 43979144,United Arab Emirates,https://www.veetechllc.com/
VEMER SPA,export@vemer.it,+39 043980638,Italy,https://www.vemer.it/
Ventures Onsite,s.sapsford@ventures-me.com,+971 43659918,United Arab Emirates,
"Verescence La Granja, S.L",mikel.campos@verescence.com,+34610522239,Spain,https://www.verescenceinsulators.com/
Viat Instruments Pvt Ltd,marketing@viatin.com,+91 3323352925,India,
Vidya Wires PVT LTD,vishal@vidyawire.com,,India,
Visa S.p.A.,evendramini@visa.it,0039 422509136,Italy,https://www.visa.it/
Vision Mechatronics Private Limited,sales@vmechatronics.com,+91 8080448515,India,https://vmechatronics.com/
Vitaldrive Ltd,saleshvt@vitaldrive.net,00357 24821788,Cyprus,https://vitaldrive.net/
VMAN ENGINE,lucas@vman-engine.com,0086 18021077166,China,https://www.vman-engine.com/
Voltaic Industries Private Limited,voltaic.industries1@gmail.com,+91 8410002270,India,
VOLTRONIC POWER TECHNOLOGY CORP.,vivian@voltronic.com.tw,00886 227918296,"Taiwan, China",https://www.voltronicpower.com/
Wabtec Netherlands B.V.,daniel.herrero@wabtec.com,0031 88 600 4500,Netherlands,https://www.wabtecnetherlands.com/
Wacker Chemicals Middle East,aditi.mazumdar@wacker.com,Tel: +971 4 709 9999,United Arab Emirates,https://www.wacker.com/
Walther-Werke Ferdinand Walther GmbH,thomas.kalthoff@walther-werke.de,+49 6351 4750,Germany,https://www.walther-werke.de/
WEG International Trade GmbH,marekl@weg.net,+44 07500 014630,Austria,
WEICON GmbH & Co. KG,s.imberge@weicon.de,0049 2519322373,Germany,https://www.weicon.com/
Weidmann Electrical Technology AG,francis.fisher@weidmann-group.com,0041 552214111,Switzerland,https://www.weidmann-electrical.com/
Weidmuller Middle East FZE,priyanka.gupta@weidmueller.com,,United Arab Emirates,
"Wenzhou Alion Electronics Co.,Ltd",alion3@alion.com.cn,0086 13505876848,China,https://www.aliontimer.com/
"Wenzhou Aoelec Electrical Co., Ltd",sales8@aoelec.com,+86 577 6279 9611,China,https://www.aoelec.com/
"Wenzhou Chifeng Imp&Exp Trade Co., Ltd.",nancy@wzcfdq.com,0086 13588941982,China,
"Wenzhou Chifeng Imp&Exp Trade Co., Ltd.",nancy@wzcfdq.com,0086 13588941982,China,
"Wenzhou Etechin Electric Co.,Ltd.",ivan@cnetec.com,+86 15355877355,China,https://www.cnetec.com/
"Wenzhou Etek Import and Export Co.,Ltd.",sales16@etek-china.com,+86 577 62780116,China,https://www.etek-china.com/
"Wenzhou Gedele Electric Fittings Co., Ltd",weng@gedele.com.cn,86 1396876599,China,https://www.gedele-terminal.com/
"Wenzhou Huajia Electrical Equipment Co., Ltd.",henryli@huajiagroup.com,+86 57762768588,China,
"Wenzhou Jovean & Rogy Trade Co,. Ltd.",hong@rogy.cn,+86 13757788000-558,China,
"WENZHOU KERUN Electric Co.,Ltd.",info@vovopower.com,+86 57767303786,China,https://www.mukopower.com/
"Wenzhou Natural Automation Equipment Co., Ltd.",dilys@china-natural.com,+86 57762787886,China,
"Wenzhou Onkak Impex Co., Ltd.",onesto@onestoelectric.com,0086 57786760560,China,https://www.onesto.cn/
"Wenzhou Rockgrand Trade Co.,Ltd.",rockgrand@rockgrand.com,+86-15988785529,China,https://www.rockgrand.com/
"Wenzhou Tiaoxing Electric Technology Co., Ltd",sales@txelecs.com,+86 57762203936,China,https://www.txelecs.com/
"WENZHOU UP ELECTRIC CO., LTD",sales@upelectricals.com,0086 577 61666659,China,https://www.upelectricals.com/
"WENZHOU WALTON ELECTRICAL CO.,LTD",fiona@we-walton.com,+86 15988770257,China,https://www.walton-electrical.com/
"Wenzhou Yufeng Import&Export Co., LTD",manager@cnyufeng.cn,+86 18989772011,China,https://www.cnyufeng.cn/
West Sud S.r.l.,,+398118360349,Italy,
"Wish Composite Insulator Co., Ltd",info@wishpower.net,+86-29-86031636,China,https://www.wishpower.net/
WISKA Hoppmann GmbH,k.wilkens@wiska.de,+49 41915080,Germany,https://www.wiska.com/
WM Systems,intersales@wmsystems.hu,+36204669969,Hungary,https://www.wmsystems.hu/en/wm-systems-at-mee2023/
"WOOJIN PRECISION & INDUSTRIES CO., LTD",wj21@wj21.com,82-31-981-80014,"Korea, Democratic People's Republic of",https://www.nkt.com/
World Expo International Sp. z o.o.,jkrolak@world-expo.pl,+48-52-3216910,Poland,
"Wuxi Durable Power Technology Co.,Ltd",judy@dehray.com,+ 86 13301753310,China,https://www.dehray.com/
"Wuxi Putian Iron Core Co., Ltd.",qihua@pttx.com,0086 51083795338,China,https://en.pttx.com/
"Wuxi Yorking Power Co.,Ltd.",nancy@yorkingpower.com,0086 510 85586386,China,https://www.yorkingpower.com/
"Xiamen ITG Honor MICE Co., Ltd",eileen@honorgroups.com,+86 5925092908,China,
"Xiamen Minghan Electric Co., Ltd",peng.ln@minghan.com.cn,0086 5922597113,China,https://www.minghan.com.cn/
"Xiamen Minghan Electric Co., Ltd",peng.ln@minghan.com.cn,+86 5922597099,China,
"Xiamen Songli New Energy Technology Co.,Ltd",sales@songligroup.com,+86 19906048871,China,https://www.songligroup.com/
Xkoren Enerji A.S,b.turkmenoglu@xkoren.com.tr,,Turkiye,
"Y.Y. Cable Accessories Co.,Ltd",sales@yy-yonyu.com.tw,00886 7020888,"Taiwan, China",https://www.yy-yonyu.com.tw/
Yamabiko Corporation,//energy-utilities.com/cdn-cgi/l/email-protection#512539383c343f3e1128303c3033383a3e7c323e23217f323e7f3b21,+81 428326118,Japan,https://www.yamabiko-corp.co.jp/english/corporate/business/ipe/
Yamabiko Corporation,//energy-utilities.com/cdn-cgi/l/email-protection#fd89959490989392bd849c909c9f949692d09e928f8dd39e92d3978d,+81 428326118,Japan,https://www.yamabiko-corp.co.jp/english/
"Yancheng Advanced Insulation Co.,Ltd",info@adasinsulation.com,+86 51589873012,China,https://www.adasinsulation.com/
"Yangzhou Tengfei Electric Cable And Appliance Materials Co., Ltd",alis@tengfeicable.com,0086 514 80890755,China,https://www.tengfeicable.com/
"Yantai Iray Technology Co., Ltd",//energy-utilities.com/cdn-cgi/l/email-protection#f6879f999891d88183b69f84978f82939dd895999b,+86-400-998-3088,China,https://www.infiray.com/
Yantai Xutai New Energy Technology,2853877068@qq.com,+86 5352128816,China,
Yash HighVoltage Ltd,sales.int@yashhv.com,+91 9638217410,India,
Ybk Industries Pvt. Ltd,info@syrexbatteries.com,,India,
"Yizumi Rubber Machinery Co.,Ltd",rim@yizumi.com,+86 75729208610,China,https://www.yizumi.com/
YOGYA EQUIPMENTS PRIVATE LIMITED,info@yogyaequipments.in,+91 9415227988 9956012421,India,https://www.yogyaequipments.com/
"Yueqing Kanghui Exhibition Service Co., Ltd.",yqkh99@163.com,00086 57762555599,China,
Yuhuan Olain Electric Co. Ltd,olainone@cnolain.com,+8613736235299,China,https://www.olain.cn/
Yusem Led Elektronik Tic. Ltd. Sti.,mahmut@yusemled.com,,Turkiye,
"Yuyao Jera Line Fitting Co., Ltd",rita.wu@jera-fiber.com,+86-0574-62662200,China,https://jera-energy.com/
Z-Power Impex Pvt Ltd,business.support1@zpowerbatteries.com,+91 9517803301,India,
ZAE ERGOM sp. z o.o.,export@ergom.com,+48 42 6893386,Poland,https://www.ergom.com/en/
ZAMEL Sp. z o.o,//energy-utilities.com/cdn-cgi/l/email-protection#f2819e93859d9f9b80dc9693989993b288939f979edc829e,+48 322104665,Poland,https://zamel.com/en/
Zeck GmbH,//energy-utilities.com/cdn-cgi/l/email-protection#432a2d252c03392620286e242e212b6d202c2e,0049 9542949417,Germany,https://www.zeck-gmbh.com/
Zeeta Electrical EngineeringÂ Pvt Ltd,//energy-utilities.com/cdn-cgi/l/email-protection#87e2fff7e8f5f3f4c7fde2e2f3e6e2ebe2e4f3f5eee4e6ebf4a9e4e8ea,+91 9099947214,India,
Zendure USA Inc.,//energy-utilities.com/cdn-cgi/l/email-protection#e19193a19b848f85949384cf828e8c,1-6507961903,United States,https://www.zendure.com/
Zeybek Elektrik A.S.,emrezeybek@zeybekgrup.com,+90 312 267 1543,Turkiye,https://www.zeybekgrup.com/
"Zhangzhou Huawei Power Supply Technology Co., Ltd",HW@HUAWEI-BATTERY.COM,+86 059 6899 1888,China,https://www.huawei-battery.com/
"ZHEJIANG ANHUANG IMP.& EXP. CO., LTD.",leo@anhelec.com,+86 18967751149,China,https://www.anelek.com/
"Zhejiang C & J Electrical Holding Co.,Ltd",service@cje-group.com,+86 57762778008,China,https://www.cje-group.com/
"Zhejiang Chisage New Energy Technology Co.,Ltd",marketing01@chisage.com,+86 57482817056,China,
"Zhejiang Gomelong Meter Co.,ltd",2353397241@qq.com,+86 57762868872,China,
"Zhejiang Hailide New Material Co., Ltd.",Leo@halead.com,86-152 5737 2578,China,https://composite.halead.com/
"Zhejiang Huading Solar Energy Technology Co., Ltd",hd@hdsolartech.com,+86-057185787180,China,https://www.hdsolartech.com/
"ZHEJIANG JINTE NEW MATERIAL TECHNOLOGY CO., LTD",almashshen@jintetech.com,+86 5728022722,China,http://jintetech.com/
"Zhejiang Kagangtuya Energy Technology Co.,Ltd",cyx@hbseal.com,0086 18980076968,China,https://www.nkt.com/
"Zhejiang Kripal Electric Co.,ltd",sale2@kripal.com,+8615967755763,China,https://www.kripal.com/
Zhejiang Luoke Power Technology Co. Ltd.,36375190@qq.com,0086 13868758068,China,
"Zhejiang Narada Power Source Co., Ltd.",intl@naradapower.com,0086 57156975980,China,https://en.naradapower.com/
"Zhejiang New Folinn Electric Co., Ltd.",fuling-michael@chinafuling.com,+86 57686421218,China,https://www.chinafolinn.com/
"Zhejiang Ruili Electric Co.,Ltd",sales05@ruily.cn,+86 57 8290 7333,China,https://www.ruily.cn/
"ZheJiang Seatrust Power Co.,Ltd.",info@seatrustpower.com,+86 57489065799,China,https://www.seatrustpower.com/
"ZHEJIANG SHIYUAN TECHNOLOGY CO.,LTD",bilgepump@chinashiyuan.com,+86 576 8640 2868,China,https://www.chinashiyuan.com/
Zhejiang Singi Electrical LLC,singi66@singi.com,0086 18858867875,China,https://www.singi.com/
"Zhejiang Sourceway Electric Co.,Ltd.",marketing@hzgiantway.com,+86 13003609797,China,https://www.peopleelectric.com/
"Zhejiang Tao's Electric Co.,Ltd",ts12@taos.cc,8613524481689,China,https://www.taos.cc/
"Zhejiang Tengen Electric Co., Ltd.",marketing01@tengen.com.cn,+86 21 31198727,China,https://www.tengenglobal.com/
"Zhejiang Wanma Macromolecule Material Group Co., Ltd.",sales@wanmaco.com,+86 18968155551,China,https://www.wanma-mm.com/
"ZHONG XIANG RUBBER PRODUCTS CO.,LTD",,0086 760 22227735,China,
Zhuhai Comking Electric Co. Ltd.,international-sales02@zhcomking.com,+86 7568629666,China,https://www.zhcomking.com/
Zonergy Corporation,q_songlin@zonergy.com,+86 4000660555,China,
Zotup S.R.L.,stefania.dippolito@zotup.it,0039 35361035,Italy,https://www.zotup.com/en/
"ZTELEC ELECTRIC TECHNOLOGY (ZHENGZHOU) CO., LTD",jack@ztaero.com,+86 37167896866,China,https://www.ztaero.com/
Ztt International Limited,sales@zttcable.com,+86 51380100986,China,http://www.zttcable.com/
Zunax Energy Products LLP,nilesh@massimobatteries.com,+91 8910661177,India,
ZUP EMITER Sp. z o.o.,maciej.biernat@emiter.com,048 18 337 00 90,Poland,https://www.emiter.com/
